lesson_date,year,month,month_name,weekday,time_block,student_id,tutor_id,mode,duration_minutes,lesson_id,student_name,age_group,cefr_level,learning_goal,assigned_tutor_id,assigned_tutor_name,prep_profile,sibling_group_id,tutor_name,experience_level,hourly_rate,preferred_mode,home_area,status,prep_time_minutes,travel_time_minutes,platform,base_price,discount_type,final_price
09/10/2025,2025,10,October,Thursday,17:00-18:00,75,2,in_person,45,890,Kacper Matejczyk,pre_teen,B1,school,2,pani Agnieszka Słomiany,high,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,20,in_person,75,none,75
09/10/2025,2025,10,October,Thursday,17:00-18:00,117,3,online,60,891,Łukasz Nalewajek,exam_prep,B2,matura_basic,3,Elżbieta Borysiuk,low,,Elżbieta Borysiuk,mid,95,online,Warsaw,completed,5,0,Teams,95,none,95
09/10/2025,2025,10,October,Thursday,18:00-19:00,39,1,in_person,90,892,pan Igor Kral,exam_prep,B1,matura_extended,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,20,40,in_person,180,long_lesson_discount,165.6
09/10/2025,2025,10,October,Thursday,18:00-19:00,66,1,in_person,60,893,Gabriel Osman,teen,B1,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,20,25,in_person,120,none,120
09/10/2025,2025,10,October,Thursday,18:00-19:00,90,1,in_person,60,894,pan Przemysław Doroszuk,exam_prep,B1,matura_basic,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,30,in_person,120,none,120
09/10/2025,2025,10,October,Thursday,18:00-19:00,106,1,in_person,60,895,pani Karina Sommer,teen,B1,matura_basic,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,40,in_person,120,none,120
09/10/2025,2025,10,October,Thursday,18:00-19:00,31,2,in_person,60,896,Bianka Pachnik,teen,A2,matura_basic,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,35,in_person,100,none,100
09/10/2025,2025,10,October,Thursday,18:00-19:00,76,2,online,60,897,Marcelina Bernard,pre_teen,A1,school,2,pani Agnieszka Słomiany,high,8,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,0,Teams,100,sibling_discount,90
09/10/2025,2025,10,October,Thursday,18:00-19:00,5,3,online,60,898,Franciszek Matus,teen,A2,matura_basic,3,Elżbieta Borysiuk,low,11,Elżbieta Borysiuk,mid,95,online,Warsaw,completed,5,0,Teams,95,sibling_discount,85.5
09/10/2025,2025,10,October,Thursday,18:00-19:00,27,4,in_person,45,899,Radosław Młyńczyk,child,A2,school,4,pani Bianka Kolanko,medium,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,10,40,in_person,82.5,none,82.5
09/10/2025,2025,10,October,Thursday,18:00-19:00,63,4,in_person,60,900,pani Natasza Rećko,child,A2,school,4,pani Bianka Kolanko,medium,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,15,30,in_person,110,none,110
09/10/2025,2025,10,October,Thursday,18:00-19:00,96,4,in_person,45,901,Konrad Dolega,pre_teen,B1,school,4,pani Bianka Kolanko,medium,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,10,15,in_person,82.5,none,82.5
09/10/2025,2025,10,October,Thursday,19:00-20:00,7,1,online,60,902,Adam Kozdra,teen,A2,matura_basic,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,0,Skype,120,none,120
09/10/2025,2025,10,October,Thursday,19:00-20:00,18,2,in_person,90,903,pani Adrianna Cieplucha,exam_prep,B2,matura_extended,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,40,in_person,150,long_lesson_discount,138
09/10/2025,2025,10,October,Thursday,19:00-20:00,33,2,in_person,45,904,Gaja Aleksiejuk,pre_teen,B1,school,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,25,in_person,75,none,75
09/10/2025,2025,10,October,Thursday,19:00-20:00,70,2,in_person,60,905,Tomasz Gronkiewicz,pre_teen,A1,school,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,20,in_person,100,none,100
09/10/2025,2025,10,October,Thursday,19:00-20:00,99,2,online,60,906,Dorota Żabierek,adult,B2,conversation,2,pani Agnieszka Słomiany,low,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,5,0,Skype,100,none,100
09/10/2025,2025,10,October,Thursday,19:00-20:00,101,2,in_person,90,907,Juliusz Kaźmierczyk,exam_prep,B1,matura_basic,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,35,in_person,150,long_lesson_discount,138
09/10/2025,2025,10,October,Thursday,20:00-21:00,22,1,in_person,60,908,Natasza Horbacz,exam_prep,B2,matura_basic,1,Marcin Szymków,low,,Marcin Szymków,senior,120,mixed,Warsaw,completed,5,10,in_person,120,none,120
09/10/2025,2025,10,October,Thursday,20:00-21:00,66,1,in_person,60,909,Gabriel Osman,teen,B1,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,25,in_person,120,none,120
09/10/2025,2025,10,October,Thursday,20:00-21:00,109,1,in_person,60,910,pan Iwo Kołata,teen,A2,matura_basic,1,Marcin Szymków,low,,Marcin Szymków,senior,120,mixed,Warsaw,completed,5,20,in_person,120,none,120
09/10/2025,2025,10,October,Thursday,20:00-21:00,80,2,online,60,911,Aurelia Bogusiewicz,teen,A2,matura_basic,2,pani Agnieszka Słomiany,low,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,0,Teams,100,none,100
10/10/2025,2025,10,October,Friday,15:00-16:00,26,1,in_person,90,912,pani Marianna Dycha,pre_teen,A2,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,30,in_person,180,long_lesson_discount,165.6
10/10/2025,2025,10,October,Friday,15:00-16:00,113,3,online,60,913,Witold Młynarz,pre_teen,A1,school,3,Elżbieta Borysiuk,high,,Elżbieta Borysiuk,mid,95,online,Warsaw,completed,20,0,Zoom,95,none,95
10/10/2025,2025,10,October,Friday,15:00-16:00,59,4,in_person,45,914,pan Gustaw Panasiewicz,child,A1,school,4,pani Bianka Kolanko,high,7,pani Bianka Kolanko,senior,110,in_person,Warsaw,no_show,20,30,in_person,82.5,sibling_discount,74.25
10/10/2025,2025,10,October,Friday,16:00-17:00,17,1,in_person,60,915,Sandra Filek,child,A2,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,40,in_person,120,none,120
10/10/2025,2025,10,October,Friday,16:00-17:00,8,4,in_person,60,916,Ewelina Strzoda,child,A2,school,4,pani Bianka Kolanko,high,,pani Bianka Kolanko,senior,110,in_person,Warsaw,cancelled_by_tutor,20,15,in_person,110,none,110
10/10/2025,2025,10,October,Friday,16:00-17:00,12,4,in_person,90,917,Tomasz Ciesielka,teen,A2,matura_basic,4,pani Bianka Kolanko,medium,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,15,35,in_person,165,long_lesson_discount,151.8
10/10/2025,2025,10,October,Friday,16:00-17:00,28,4,in_person,60,918,Inga Częścik,child,A2,school,4,pani Bianka Kolanko,medium,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,15,15,in_person,110,none,110
10/10/2025,2025,10,October,Friday,17:00-18:00,11,1,in_person,45,919,Klara Górnisiewicz,pre_teen,A1,school,1,Marcin Szymków,low,12,Marcin Szymków,senior,120,mixed,Warsaw,completed,5,20,in_person,90,sibling_discount,81
10/10/2025,2025,10,October,Friday,17:00-18:00,43,1,in_person,60,920,Tadeusz Szczypek,child,A1,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,cancelled_by_tutor,15,25,in_person,120,none,120
10/10/2025,2025,10,October,Friday,17:00-18:00,73,1,online,60,921,Bruno Roszko,pre_teen,A1,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,0,Teams,120,none,120
10/10/2025,2025,10,October,Friday,17:00-18:00,86,1,online,45,922,pani Inga Holewa,pre_teen,A1,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,0,Skype,90,none,90
10/10/2025,2025,10,October,Friday,17:00-18:00,35,2,in_person,60,923,Borys Fiołek,child,A2,school,2,pani Agnieszka Słomiany,high,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,20,30,in_person,100,none,100
10/10/2025,2025,10,October,Friday,17:00-18:00,46,2,online,60,924,Eryk Kostorz,teen,B1,matura_basic,2,pani Agnieszka Słomiany,low,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,5,0,Skype,100,none,100
10/10/2025,2025,10,October,Friday,17:00-18:00,61,2,in_person,60,925,Tymoteusz Kopciuch,teen,A2,matura_basic,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,30,in_person,100,none,100
10/10/2025,2025,10,October,Friday,17:00-18:00,124,4,in_person,60,926,Tymoteusz Szmalec,pre_teen,A1,school,4,pani Bianka Kolanko,low,6,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,10,20,in_person,110,sibling_discount,99
10/10/2025,2025,10,October,Friday,18:00-19:00,60,1,in_person,45,927,Przemysław Nagel,pre_teen,B1,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,40,in_person,90,none,90
10/10/2025,2025,10,October,Friday,19:00-20:00,23,1,online,60,928,pani Lidia Ciesielka,adult,C1,general,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,0,Skype,120,none,120
10/10/2025,2025,10,October,Friday,19:00-20:00,68,2,in_person,60,929,Apolonia Janic,teen,A2,school,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,40,in_person,100,none,100
10/10/2025,2025,10,October,Friday,19:00-20:00,110,2,in_person,60,930,Tola Matla,adult,C1,general,2,pani Agnieszka Słomiany,low,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,20,in_person,100,none,100
10/10/2025,2025,10,October,Friday,19:00-20:00,64,3,online,60,931,pani Melania Strzała,teen,A2,matura_basic,3,Elżbieta Borysiuk,low,,Elżbieta Borysiuk,mid,95,online,Warsaw,completed,10,0,Teams,95,none,95
10/10/2025,2025,10,October,Friday,20:00-21:00,103,1,in_person,60,932,Anastazja Luberda,teen,A2,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,10,in_person,120,none,120
10/10/2025,2025,10,October,Friday,20:00-21:00,29,2,in_person,60,933,pan Rafał Krefta,teen,B1,matura_basic,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,cancelled_by_student,15,25,in_person,100,none,100
10/10/2025,2025,10,October,Friday,20:00-21:00,36,2,in_person,60,934,Iwo Brzęk,exam_prep,B2,matura_basic,2,pani Agnieszka Słomiany,low,12,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,5,35,in_person,100,sibling_discount,90
10/10/2025,2025,10,October,Friday,20:00-21:00,118,3,online,90,935,Angelika Aleksandrzak,teen,A2,matura_basic,3,Elżbieta Borysiuk,low,,Elżbieta Borysiuk,mid,95,online,Warsaw,completed,5,0,Teams,142.5,long_lesson_discount,131.1
11/10/2025,2025,10,October,Saturday,12:00-13:00,47,1,in_person,60,936,pani Justyna Matela,teen,A2,matura_basic,1,Marcin Szymków,low,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,40,in_person,120,none,120
11/10/2025,2025,10,October,Saturday,12:00-13:00,112,1,in_person,90,937,Dorota Feluś,teen,A2,matura_basic,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,25,in_person,180,long_lesson_discount,165.6
11/10/2025,2025,10,October,Saturday,12:00-13:00,41,4,in_person,60,938,Andrzej Klyta,teen,B1,school,4,pani Bianka Kolanko,high,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,15,15,in_person,110,none,110
11/10/2025,2025,10,October,Saturday,13:00-14:00,22,1,in_person,60,939,Natasza Horbacz,exam_prep,B2,matura_basic,1,Marcin Szymków,low,,Marcin Szymków,senior,120,mixed,Warsaw,completed,5,40,in_person,120,none,120
11/10/2025,2025,10,October,Saturday,13:00-14:00,84,1,in_person,45,940,Tobiasz Wojtalewicz,child,A1,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,20,in_person,90,none,90
11/10/2025,2025,10,October,Saturday,13:00-14:00,19,2,online,60,941,Sylwia Nazar,pre_teen,A1,school,2,pani Agnieszka Słomiany,high,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,0,Teams,100,none,100
11/10/2025,2025,10,October,Saturday,13:00-14:00,53,2,in_person,60,942,Maurycy Pryk,child,A1,school,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,15,in_person,100,none,100
11/10/2025,2025,10,October,Saturday,13:00-14:00,55,4,in_person,45,943,pani Malwina Ogłaza,child,A1,school,4,pani Bianka Kolanko,high,,pani Bianka Kolanko,senior,110,in_person,Warsaw,no_show,15,15,in_person,82.5,none,82.5
11/10/2025,2025,10,October,Saturday,13:00-14:00,82,4,in_person,60,944,Bruno Suchora,child,A1,school,4,pani Bianka Kolanko,high,,pani Bianka Kolanko,senior,110,in_person,Warsaw,cancelled_by_student,15,20,in_person,110,none,110
11/10/2025,2025,10,October,Saturday,14:00-15:00,10,1,in_person,60,945,Adrianna Pielech,teen,A2,school,1,Marcin Szymków,low,,Marcin Szymków,senior,120,mixed,Warsaw,completed,5,30,in_person,120,none,120
11/10/2025,2025,10,October,Saturday,14:00-15:00,52,1,online,60,946,pani Roksana Tatarek,exam_prep,B2,matura_basic,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,no_show,15,0,Skype,120,none,120
11/10/2025,2025,10,October,Saturday,14:00-15:00,103,1,in_person,60,947,Anastazja Luberda,teen,A2,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,20,in_person,120,none,120
11/10/2025,2025,10,October,Saturday,15:00-16:00,18,2,in_person,90,948,pani Adrianna Cieplucha,exam_prep,B2,matura_extended,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,30,in_person,150,long_lesson_discount,138
13/10/2025,2025,10,October,Monday,15:00-16:00,59,4,in_person,45,949,pan Gustaw Panasiewicz,child,A1,school,4,pani Bianka Kolanko,high,7,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,15,15,in_person,82.5,sibling_discount,74.25
13/10/2025,2025,10,October,Monday,16:00-17:00,40,1,online,45,950,Fabian Zacharczuk,child,A2,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,0,Skype,90,none,90
13/10/2025,2025,10,October,Monday,16:00-17:00,45,1,online,90,951,Roksana Mordal,pre_teen,B1,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,0,Skype,180,long_lesson_discount,165.6
13/10/2025,2025,10,October,Monday,16:00-17:00,116,1,in_person,90,952,pani Olga Krzykała,pre_teen,B1,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,15,in_person,180,long_lesson_discount,165.6
13/10/2025,2025,10,October,Monday,16:00-17:00,122,1,in_person,60,953,Alex Czylok,teen,A2,school,1,Marcin Szymków,low,,Marcin Szymków,senior,120,mixed,Warsaw,completed,5,20,in_person,120,none,120
13/10/2025,2025,10,October,Monday,16:00-17:00,53,2,in_person,60,954,Maurycy Pryk,child,A1,school,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,30,in_person,100,none,100
13/10/2025,2025,10,October,Monday,16:00-17:00,120,2,in_person,60,955,Apolonia Kondej,pre_teen,A2,school,2,pani Agnieszka Słomiany,high,4,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,15,in_person,100,sibling_discount,90
13/10/2025,2025,10,October,Monday,16:00-17:00,16,4,in_person,45,956,pani Sara Męcik,child,A1,school,4,pani Bianka Kolanko,high,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,20,30,in_person,82.5,none,82.5
13/10/2025,2025,10,October,Monday,16:00-17:00,81,4,in_person,45,957,Stanisław Strawa,child,A2,school,4,pani Bianka Kolanko,medium,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,10,10,in_person,82.5,none,82.5
13/10/2025,2025,10,October,Monday,16:00-17:00,85,4,in_person,60,958,Marek Karwot,teen,A2,matura_basic,4,pani Bianka Kolanko,medium,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,10,40,in_person,110,none,110
13/10/2025,2025,10,October,Monday,16:00-17:00,102,4,in_person,60,959,Mikołaj Rezmer,child,A1,school,4,pani Bianka Kolanko,medium,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,10,40,in_person,110,none,110
13/10/2025,2025,10,October,Monday,17:00-18:00,1,1,in_person,45,960,Dariusz Bareja,child,A1,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,20,25,in_person,90,none,90
13/10/2025,2025,10,October,Monday,17:00-18:00,98,1,in_person,45,961,pani Elżbieta Heleniak,child,A2,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,20,15,in_person,90,none,90
13/10/2025,2025,10,October,Monday,17:00-18:00,100,2,in_person,60,962,Dorota Trąbka,child,A1,school,2,pani Agnieszka Słomiany,high,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,15,in_person,100,none,100
13/10/2025,2025,10,October,Monday,17:00-18:00,115,4,in_person,45,963,Łukasz Hołota,pre_teen,B1,school,4,pani Bianka Kolanko,medium,,pani Bianka Kolanko,senior,110,in_person,Warsaw,cancelled_by_student,15,15,in_person,82.5,none,82.5
13/10/2025,2025,10,October,Monday,18:00-19:00,34,1,in_person,60,964,Patryk Siemieniec,teen,A2,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,35,in_person,120,none,120
13/10/2025,2025,10,October,Monday,18:00-19:00,37,1,in_person,60,965,pani Agnieszka Kocaj,pre_teen,A2,school,1,Marcin Szymków,low,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,25,in_person,120,none,120
13/10/2025,2025,10,October,Monday,18:00-19:00,39,1,in_person,90,966,pan Igor Kral,exam_prep,B1,matura_extended,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,20,40,in_person,180,long_lesson_discount,165.6
13/10/2025,2025,10,October,Monday,18:00-19:00,40,1,online,45,967,Fabian Zacharczuk,child,A2,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,0,Teams,90,none,90
13/10/2025,2025,10,October,Monday,18:00-19:00,52,1,online,60,968,pani Roksana Tatarek,exam_prep,B2,matura_basic,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,0,Skype,120,none,120
13/10/2025,2025,10,October,Monday,18:00-19:00,93,1,in_person,45,969,Dariusz Zięciak,child,A2,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,15,in_person,90,none,90
13/10/2025,2025,10,October,Monday,18:00-19:00,101,2,in_person,90,970,Juliusz Kaźmierczyk,exam_prep,B1,matura_basic,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,15,in_person,150,long_lesson_discount,138
13/10/2025,2025,10,October,Monday,18:00-19:00,57,4,in_person,60,971,Sandra Famuła,exam_prep,B1,matura_extended,4,pani Bianka Kolanko,high,5,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,15,30,in_person,110,sibling_discount,99
13/10/2025,2025,10,October,Monday,18:00-19:00,67,4,in_person,90,972,Ernest Chyb,teen,B1,school,4,pani Bianka Kolanko,low,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,5,35,in_person,165,long_lesson_discount,151.8
13/10/2025,2025,10,October,Monday,19:00-20:00,2,2,in_person,45,973,Borys Owczarczak,pre_teen,A2,school,2,pani Agnieszka Słomiany,high,9,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,30,in_person,75,sibling_discount,67.5
13/10/2025,2025,10,October,Monday,19:00-20:00,89,2,in_person,60,974,Kalina Walo,adult,B1,conversation,2,pani Agnieszka Słomiany,low,1,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,20,in_person,100,sibling_discount,90
13/10/2025,2025,10,October,Monday,19:00-20:00,65,5,online,60,975,Kamila Drabczyk,adult,B2,conversation,5,pani Aurelia Malcherek,low,,pani Aurelia Malcherek,junior,70,online,Warsaw,completed,10,0,Zoom,70,none,70
13/10/2025,2025,10,October,Monday,20:00-21:00,92,5,online,60,976,Szymon Pochroń,adult,B2,conversation,5,pani Aurelia Malcherek,medium,,pani Aurelia Malcherek,junior,70,online,Warsaw,completed,15,0,Zoom,70,none,70
13/10/2025,2025,10,October,Monday,20:00-21:00,121,5,online,90,977,Kornelia Rybus,adult,B2,general,5,pani Aurelia Malcherek,low,,pani Aurelia Malcherek,junior,70,online,Warsaw,completed,5,0,Zoom,105,long_lesson_discount,96.6
14/10/2025,2025,10,October,Tuesday,15:00-16:00,119,1,in_person,60,978,Mateusz Kanik,pre_teen,A2,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,40,in_person,120,none,120
14/10/2025,2025,10,October,Tuesday,15:00-16:00,54,2,in_person,60,979,Rafał Jarka,child,A1,school,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,20,in_person,100,none,100
14/10/2025,2025,10,October,Tuesday,15:00-16:00,94,2,in_person,45,980,Eliza Ludwiniak,child,A2,school,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,35,in_person,75,none,75
14/10/2025,2025,10,October,Tuesday,15:00-16:00,104,2,in_person,45,981,Jeremi Franaszek,child,A1,school,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,10,in_person,75,none,75
14/10/2025,2025,10,October,Tuesday,16:00-17:00,74,1,online,60,982,pani Apolonia Pusz,pre_teen,A1,school,1,Marcin Szymków,medium,3,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,0,Skype,120,sibling_discount,108
14/10/2025,2025,10,October,Tuesday,16:00-17:00,111,1,online,60,983,pani Adrianna Rapa,pre_teen,A2,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,20,0,Teams,120,none,120
14/10/2025,2025,10,October,Tuesday,16:00-17:00,94,2,in_person,45,984,Eliza Ludwiniak,child,A2,school,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,30,in_person,75,none,75
14/10/2025,2025,10,October,Tuesday,16:00-17:00,79,3,online,60,985,pan Jakub Sakwa,teen,A2,matura_basic,3,Elżbieta Borysiuk,medium,1,Elżbieta Borysiuk,mid,95,online,Warsaw,completed,10,0,Zoom,95,sibling_discount,85.5
14/10/2025,2025,10,October,Tuesday,17:00-18:00,73,1,online,60,986,Bruno Roszko,pre_teen,A1,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,0,Teams,120,none,120
14/10/2025,2025,10,October,Tuesday,17:00-18:00,78,1,in_person,60,987,Dawid Sommer,teen,B1,matura_basic,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,30,in_person,120,none,120
14/10/2025,2025,10,October,Tuesday,17:00-18:00,58,2,in_person,90,988,Tomasz Klinger,pre_teen,B1,school,2,pani Agnieszka Słomiany,low,4,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,5,35,in_person,150,sibling_and_long_lesson,127.5
14/10/2025,2025,10,October,Tuesday,17:00-18:00,77,3,online,60,989,Kamila Mosiołek,teen,B1,school,3,Elżbieta Borysiuk,high,,Elżbieta Borysiuk,mid,95,online,Warsaw,cancelled_by_student,20,0,Teams,95,none,95
14/10/2025,2025,10,October,Tuesday,17:00-18:00,15,4,in_person,60,990,Karina Talaśka,teen,A2,school,4,pani Bianka Kolanko,high,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,20,15,in_person,110,none,110
14/10/2025,2025,10,October,Tuesday,18:00-19:00,23,1,online,60,991,pani Lidia Ciesielka,adult,C1,general,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,0,Teams,120,none,120
14/10/2025,2025,10,October,Tuesday,18:00-19:00,42,1,in_person,60,992,Nela Megger,adult,C1,conversation,1,Marcin Szymków,low,,Marcin Szymków,senior,120,mixed,Warsaw,completed,5,10,in_person,120,none,120
14/10/2025,2025,10,October,Tuesday,18:00-19:00,88,1,in_person,90,993,Sandra Moździerz,exam_prep,B2,matura_extended,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,20,10,in_person,180,long_lesson_discount,165.6
14/10/2025,2025,10,October,Tuesday,18:00-19:00,105,1,in_person,45,994,Melania Suchora,child,A2,school,1,Marcin Szymków,high,6,Marcin Szymków,senior,120,mixed,Warsaw,completed,20,20,in_person,90,sibling_discount,81
14/10/2025,2025,10,October,Tuesday,18:00-19:00,20,2,online,60,995,Ksawery Jurczuk,teen,B1,matura_basic,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,cancelled_by_student,10,0,Teams,100,none,100
14/10/2025,2025,10,October,Tuesday,18:00-19:00,33,2,in_person,45,996,Gaja Aleksiejuk,pre_teen,B1,school,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,15,in_person,75,none,75
14/10/2025,2025,10,October,Tuesday,18:00-19:00,125,2,online,60,997,pani Malwina Parzonka,teen,B1,school,2,pani Agnieszka Słomiany,high,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,20,0,Zoom,100,none,100
14/10/2025,2025,10,October,Tuesday,18:00-19:00,4,4,in_person,60,998,Ewelina Postawa,teen,B1,matura_basic,4,pani Bianka Kolanko,low,,pani Bianka Kolanko,senior,110,in_person,Warsaw,cancelled_by_student,10,25,in_person,110,none,110
14/10/2025,2025,10,October,Tuesday,18:00-19:00,57,4,in_person,60,999,Sandra Famuła,exam_prep,B1,matura_extended,4,pani Bianka Kolanko,high,5,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,15,35,in_person,110,sibling_discount,99
14/10/2025,2025,10,October,Tuesday,19:00-20:00,72,2,online,90,1000,Dorota Jędrzejek,adult,B1,general,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,0,Skype,150,long_lesson_discount,138
14/10/2025,2025,10,October,Tuesday,20:00-21:00,56,1,in_person,90,1001,pan Bartek Cich,teen,A2,matura_basic,1,Marcin Szymków,medium,3,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,30,in_person,180,sibling_and_long_lesson,153
